Beru,2005,104 min,8.3,Drama            ,kannada
Aake,2017,132 min,6.1,"Horror, Mystery, Thriller            ",kannada
Nibunan,2017,127 min,6.6,"Action, Crime, Thriller            ",kannada
Ranna,2015,152 min,6.2,"Action, Comedy, Drama            ",kannada
Katha Sangama,2019,156 min,7.5,"Drama, Family, Thriller            ",kannada
Modalasala,2010,140 min,7,Romance            ,kannada
Kraanthiveera Sangolli Raayanna,2012,180 min,7.8,"Drama, History, War            ",kannada
Dhira,2020,117 min,5.7,Animation            ,kannada
BB5,2017,123 min,6.7,"Crime, Mystery, Thriller            ",kannada
Jeevana Chaitra,1992,157 min,8.4,Drama            ,kannada
Chaddi Dosth,2013,132 min,7.1,"Comedy, Drama            ",kannada
Shabdavedi,2000,164 min,7,"Action, Crime, Thriller            ",kannada
Akasmika,1993,146 min,7.2,"Action, Crime, Thriller            ",kannada
Chamak,2017,155 min,6.9,Comedy            ,kannada
Chakravyuha,2016,124 min,7.1,"Action, Thriller            ",kannada
Jigar Thanda,2016,171 min,7.4,"Crime, Drama            ",kannada
Golisoda,2016,139 min,8.2,Drama            ,kannada
"Dance, Raja, Dance",1987,140 min,7.2,"Musical, Drama            ",kannada
Rathaavara,2015,131 min,6.5,"Crime, Drama, Thriller            ",kannada
Chandra,2013,117 min,5.2,"Fantasy, Musical, Romance            ",kannada
Maasthi Gudi,2017,150 min,5.8,"Action, Drama            ",kannada
Neenu Nakkare Haalu Sakkare,1991,147 min,7.3,Comedy            ,kannada
Londonalli Lambodhara,2019,136 min,7,Family            ,kannada
Maanikya,2014,165 min,6.4,"Action, Drama            ",kannada
Vamsha Vriksha,1971,166 min,8.2,Drama            ,kannada
Drona,2020,157 min,7.3,Drama            ,kannada
Mungaru Male,2006,143 min,8.3,"Comedy, Music, Romance            ",kannada
Devaki,2019,129 min,6.2,Thriller            ,kannada
Jackie,2010,126 min,7.2,"Action, Comedy            ",kannada
A Happy Married Life,2016,156 min,7.8,Family            ,kannada
Tunturu,2018,112 min,7.5,Thriller            ,kannada
Neer Dose,2016,135 min,8.1,"Comedy, Drama, Romance            ",kannada
Pogaru,2021,160 min,6.4,Action            ,kannada
Shhh!,1993,135 min,8.6,"Horror, Mystery, Thriller            ",kannada
Kaadu Kudure,1978,117 min,7.1,"Drama, Romance            ",kannada
Lakshmi,2013,160 min,5.4,Action            ,kannada
Varadanayaka,2013,150 min,6.1,"Action, Drama            ",kannada
Natasaarvabhowma,2019,157 min,6.9,Action            ,kannada
Gini Helida Kathe,2019,138 min,9.1,Drama            ,kannada
Minchina Oata,1980,135 min,7.4,"Adventure, Crime            ",kannada
3rd Class,2020,130 min,8.5,Action            ,kannada
Kaafi Thota,2017,130 min,7.2,Mystery            ,kannada
December 1,2014,98 min,7.9,Drama            ,kannada
Sainika,2002,150 min,7.1,"Action, Drama            ",kannada
My Autograph,2006,185 min,7.3,"Drama, Musical, Romance            ",kannada
Bheemasena Nalamaharaja,2020,140 min,6.6,Drama            ,kannada
Cheluveye Ninna Nodalu,2010,130 min,6.2,Romance            ,kannada
Apoorva,2016,140 min,6.5,"Romance, Thriller            ",kannada
Puta Tirugisi Nodi,2016,109 min,8.2,Sport            ,kannada
Mantram,2017,108 min,4.4,Horror            ,kannada
Jagan Mohini,1951,137 min,5.3,"Drama, Horror            ",kannada
Milana,2007,155 min,8,Romance            ,kannada
Moggina Manasu,2008,149 min,7.2,"Music, Romance            ",kannada
Vishnuvardhana,2011,169 min,7.2,"Action, Comedy, Thriller            ",kannada
Navarathna,2020,138 min,4.6,Action            ,kannada
Kaddipudi,2013,135 min,7.4,"Crime, Drama, Thriller            ",kannada
Chellata,2006,159 min,6.8,"Comedy, Drama            ",kannada
Bicchugatthi Chapter 1,2020,141 min,8.1,"Action, History, Thriller            ",kannada
Swami Ayyappan,2012,90 min,7.5,"Animation, Action, Adventure            ",kannada
Digbhayam,2019,107 min,9.2,Thriller            ,kannada
Raambo2,2018,140 min,6.2,Comedy            ,kannada
Bharaate,2019,166 min,4.9,"Action, Drama            ",kannada
Kaanadante Maayavadanu,2020,127 min,8.7,Fantasy            ,kannada
Chinnada Gombe,2018,110 min,8.6,Horror            ,kannada
Jaggu Dada,2016,159 min,6.1,"Comedy, Romance            ",kannada
Accident,1985,121 min,7.8,"Crime, Drama, Thriller            ",kannada
Masth Majaa Maadi,2008,160 min,7.4,Comedy            ,kannada
Duniya,2007,140 min,7.2,Drama            ,kannada
Goa Dalli CID 999,1968,145 min,8,"Crime, Thriller            ",kannada
Sarvajanikarige Suvarnavakasha,2019,121 min,4.9,"Comedy, Drama            ",kannada
Kaarmoda Saridu,2019,105 min,7.8,"Comedy, Family, Thriller            ",kannada
Thokar,2004,142 min,8,"Action, Drama            ",kannada
Janumada Jodi,1996,140 min,8.3,"Drama, Romance            ",kannada
Uppu Huli Khara,2017,127 min,5.6,Comedy            ,kannada
Shivarathri Mahatme,1964,162 min,7.6,Fantasy            ,kannada
Mayura,1975,178 min,8.2,"Drama, History            ",kannada
Nagadevathe,2000,150 min,5.8,"Drama, Fantasy            ",kannada
Sipayi Ramu,1971,160 min,8.7,Drama            ,kannada
Chaarulatha,2012,116 min,5.3,"Horror, Thriller            ",kannada
Aadi Purana,2018,139 min,7,Drama            ,kannada
Simpallag Innondh Love Story,2016,141 min,7.5,"Comedy, Romance            ",kannada
Benkiyalli Aralida Hoovu,1983,142 min,7.4,Drama            ,kannada
Love Mocktail,2020,153 min,8.3,"Drama, Romance            ",kannada
Attahaasa,2013,171 min,6.9,"Biography, Crime, Thriller            ",kannada
Anushka,2019,151 min,4.2,Action            ,kannada
Antha,1981,143 min,7.5,"Action, Crime, Drama            ",kannada
The Jungle Book,2016,106 min,7.4,"Adventure, Drama, Family            ",kannada
Yuga Purusha,1989,134 min,7.6,Drama            ,kannada
Hosa Belaku,1982,148 min,8.3,"Drama, Romance            ",kannada
Ganapa,2015,112 min,6.6,"Crime, Romance            ",kannada
Naanu Matthu Gunda,2020,139 min,7.9,Drama            ,kannada
Aramane,2008,142 min,7.3,Drama            ,kannada
Kunthapura,2013,90 min,6.7,History            ,kannada
Eddelu Manjunatha,2009,120 min,7.6,"Comedy, Drama            ",kannada
RangiTaranga,2015,149 min,8.3,"Mystery, Thriller            ",kannada
Male,2015,126 min,6.6,"Comedy, Drama, Romance            ",kannada
Adhyaksha In America,2019,156 min,6.4,Comedy            ,kannada
Santhu Straight Forward,2016,159 min,6.5,"Action, Drama, Romance            ",kannada
Jaihind 2,2014,155 min,5.2,Action            ,kannada
Bhukailasa,1958,169 min,9,Drama            ,kannada
Anjaniputra,2017,149 min,6.2,"Action, Romance            ",kannada
Prayanikara Gamanakke,2018,115 min,6.1,Thriller            ,kannada
Ratha Sapthami,1986,150 min,7.4,Drama            ,kannada
Ranganayaki,1981,196 min,7.2,Drama            ,kannada
Mane Maratakkide,2019,140 min,7.6,Drama            ,kannada
Thirupathi,2006,133 min,6.1,"Action, Crime, Drama            ",kannada
Bara,1980,135 min,7.6,Drama            ,kannada
Inspector Vikram,1989,139 min,7.2,"Comedy, Drama            ",kannada
Oru Adaar Love,2019,145 min,5.5,"Comedy, Romance            ",kannada
Kokila,1977,140 min,7.7,"Drama, Romance            ",kannada
Malaya Marutha,1986,180 min,8.3,Drama            ,kannada
Tharle Nan Maklu,2016,128 min,2.6,"Comedy, Romance            ",kannada
Kushka,2021,122 min,9.2,Drama            ,kannada
Kempe Gowda 2,2019,139 min,8,"Action, Thriller            ",kannada
Nishkarsha,1995,140 min,7.7,"Action, Thriller            ",kannada
Aparichita,1978,139 min,7.1,"Horror, Mystery, Thriller            ",kannada
Nenapirali,2005,142 min,7.1,"Drama, Romance            ",kannada
Fortuner,2019,131 min,6.9,"Drama, Family, Romance            ",kannada
Sarileru Neekevvaru,2020,169 min,5.9,"Action, Comedy, Drama            ",kannada
Eradu Kanasu,1974,140 min,7.8,"Drama, Musical, Romance            ",kannada
Bhairava Geetha,2018,119 min,4.9,Drama            ,kannada
Benki Birugali,1984,128 min,7.6,"Action, Drama            ",kannada
Mahishasura,2021,116 min,8.9,Drama            ,kannada
Anukta,2018,135 min,7.7,Thriller            ,kannada
Sati Savitri,1965,128 min,8.4,Drama            ,kannada
Edegarike,2012,105 min,7.4,"Crime, Drama            ",kannada
Maanasa Sarovara,1982,140 min,7.3,Drama            ,kannada
Kiccha Huccha,2010,139 min,6,"Drama, Romance            ",kannada
Run Antony,2016,129 min,7.2,"Action, Romance, Thriller            ",kannada
Kanneshwara Rama,1977,118 min,7.1,Drama            ,kannada
Mugulu Nage,2017,157 min,7.6,Romance            ,kannada
Bheema Theeradalli,2012,147 min,5.7,"Action, Biography            ",kannada
Anubhava,1984,135 min,7.4,Comedy            ,kannada
Amma Nagamma,2001,110 min,6.3,"Drama, Fantasy, Thriller            ",kannada
Crazy Boy,2016,136 min,4.5,"Action, Comedy, Romance            ",kannada
Karshanam,2018,115 min,6.2,Thriller            ,kannada
Love in Mandya,2014,120 min,6.5,Drama            ,kannada
Balekempa,2018,108 min,6.9,Drama            ,kannada
Premaloka,1987,154 min,7.6,"Drama, Romance            ",kannada
Maduve Mane,2011,131 min,5.6,"Comedy, Drama, Romance            ",kannada
Mummy Save Me,2016,131 min,5.5,Horror            ,kannada
Dinga,2020,107 min,4.8,Drama            ,kannada
Sneha Chakra,2017,135 min,7.3,Drama            ,kannada
Sangama,2008,138 min,6.3,"Drama, Romance            ",kannada
Gulama,2009,147 min,4.4,"Musical, Romance            ",kannada
Ravichandra,1980,164 min,8.3,Drama            ,kannada
Rama Rama Re,2016,112 min,8.2,"Drama, Thriller            ",kannada
Jeevana Chakra,1985,157 min,7.6,Drama            ,kannada
Luv U Alia,2015,130 min,5.2,"Family, Romance            ",kannada
Take It Easy,2011,101 min,6.5,Comedy            ,kannada
Kool,2011,130 min,4.7,"Comedy, Drama, Romance            ",kannada
Double Engine,2018,134 min,5.8,Comedy            ,kannada
Orange,2018,137 min,5.4,"Comedy, Drama, Romance            ",kannada
Varthamana,2018,109 min,7,Thriller            ,kannada
Anveshane,1983,108 min,7.5,"Drama, Mystery            ",kannada
Shivalinga,2016,155 min,7.1,"Drama, Horror, Thriller            ",kannada
Kiraathaka,2011,161 min,7.1,"Comedy, Drama            ",kannada
Om,1995,150 min,8.8,"Action, Crime, Drama            ",kannada
Putani Safari,2017,134 min,7.8,"Adventure, Family            ",kannada
Sri Krishna Deva Raya,1970,216 min,8.8,"Drama, History            ",kannada
Gaalipata,2008,146 min,7.9,"Comedy, Musical, Romance            ",kannada
Anuraaga Aralithu,1986,153 min,8.5,Drama            ,kannada
Bhakta Kumbhara,1974,149 min,7.6,Drama            ,kannada
Ganeshana Madhuve,1990,141 min,7.6,Comedy            ,kannada
Mahira,2019,129 min,5.8,"Action, Drama, Thriller            ",kannada
Na Ninna Mareyalare,1976,150 min,8.6,Romance            ,kannada
DK Bose,2019,117 min,6.3,Comedy            ,kannada
Fan,2019,145 min,9.1,Drama            ,kannada
Pailwaan,2019,166 min,6.4,"Action, Drama, Sport            ",kannada
Bahaddur,2014,153 min,6.6,Romance            ,kannada
Gajakesari,2014,165 min,6.5,"Action, Romance            ",kannada
Shuddhi,2017,114 min,7.9,"Crime, Drama, Thriller            ",kannada
Naa Panta Kano,2017,128 min,4.4,Thriller            ,kannada
Rudra Tandava,2015,153 min,6,"Action, Drama, Romance            ",kannada
Kalidasa Kannada Meshtru,2019,124 min,8.2,Drama            ,kannada
Auto Shankar,2005,170 min,5,"Action, Romance            ",kannada
Lifeu Ishtene,2011,130 min,7.2,"Comedy, Drama            ",kannada
Samskara,1970,113 min,7.4,Drama            ,kannada
Drishya,2014,154 min,8.3,"Drama, Thriller            ",kannada
Care of Footpath 2,2015,132 min,7.1,Crime            ,kannada
Avane Srimannarayana,2019,174 min,7.9,"Action, Adventure, Comedy            ",kannada
Bindass,2008,146 min,6.9,"Comedy, Drama, Romance            ",kannada
Rugged,2019,126 min,6.3,Drama            ,kannada
Shanti Kranti,1991,142 min,6.9,"Action, Musical, Romance            ",kannada
Indra,2008,140 min,5.9,Action            ,kannada
Mane Devru,1993,134 min,7.5,"Drama, Romance            ",kannada
Karva,2016,108 min,7.3,"Horror, Thriller            ",kannada
Amrutha Varshini,1997,147 min,8.3,"Drama, Romance            ",kannada
Swasthik,1998,140 min,8.3,"Action, Crime, Thriller            ",kannada
Gulabi Talkies,2008,122 min,7.8,Drama            ,kannada
Huliya Halina Mevu,1979,174 min,8.4,"Drama, History            ",kannada
Naduve Antaravirali,2018,108 min,7.9,Comedy            ,kannada
Kurukshetra,2019,185 min,6.7,"History, War            ",kannada
Navagraha,2008,147 min,7.6,"Action, Crime, Thriller            ",kannada
Dandupalya 3,2018,102 min,6.1,"Crime, Thriller            ",kannada
Savaari,2009,140 min,8.4,"Drama, Romance            ",kannada
Jagajyothi Basaveshwara,1959,160 min,8.4,"Biography, Drama, History            ",kannada
Ayogya,2018,154 min,6.4,Comedy            ,kannada
Padde Huli,2019,158 min,5.6,Drama            ,kannada
Mr. And Mrs. Ramchari,2014,156 min,7.3,"Action, Drama, Romance            ",kannada
Sankashta Kara Ganapathi,2018,116 min,6.8,"Comedy, Romance            ",kannada
Mythri,2015,137 min,7.4,Drama            ,kannada
Premada Kanike,1976,150 min,8.1,"Comedy, Thriller            ",kannada
Kutty Pisasu,2010,145 min,4.2,"Drama, Fantasy, Thriller            ",kannada
Apple Cake,2018,142 min,8,Drama            ,kannada
Ondalla Eradalla,2018,132 min,8.3,Drama            ,kannada
Jaguar,2016,153 min,5.5,Action            ,kannada
Munjane,2012,132 min,5.2,"Drama, Romance            ",kannada
Yajamana,2000,162 min,7.9,"Drama, Family            ",kannada
Nanna Ninna Prema Kathe,2016,141 min,6.6,"Drama, Romance            ",kannada
Nagarahole,1977,170 min,7.7,Family            ,kannada
Kannad Gothilla,2019,120 min,5,Thriller            ,kannada
Nandhi,2002,125 min,7.3,"Action, Drama            ",kannada
Godhi Banna Sadharana Mykattu,2016,144 min,8.7,"Drama, Thriller            ",kannada
Uppi 2,2015,135 min,8,"Action, Mystery, Thriller            ",kannada
Prithvi,2010,134 min,7.7,"Action, Drama            ",kannada
Mutthina Haara,1990,162 min,7.8,"Drama, Romance, War            ",kannada
Popcorn Monkey Tiger,2019,134 min,7.6,"Action, Crime            ",kannada
Maya Kannadi,2020,118 min,8,Drama            ,kannada
Ananya (Kannada),2018,124 min,7.3,Horror            ,kannada
Devara Naadalli,2016,105 min,7.5,"Drama, Romance, Thriller            ",kannada
Eradane Sala,2017,119 min,7.9,Romance            ,kannada
Suli,2016,115 min,6.1,Drama            ,kannada
Devara Kaadu,1994,120 min,6.6,Drama            ,kannada
Prema Baraha,2018,158 min,7.5,Romance            ,kannada
Alidu Ulidavaru,2019,122 min,6.6,Thriller            ,kannada
Gift Box,2020,135 min,8.1,"Drama, Romance, Thriller            ",kannada
Africadalli Sheela,1986,134 min,6.6,"Adventure, Thriller            ",kannada
Dhumm,2002,139 min,7,"Action, Drama, Family            ",kannada
Kirik Party,2016,159 min,8.3,"Comedy, Drama            ",kannada
Bhakta Siriyala,1980,154 min,7.1,"Biography, Drama, Musical            ",kannada
Pataki,2017,140 min,5.7,"Action, Comedy            ",kannada
French Biriyani,2020,116 min,5.7,Comedy            ,kannada
Uppina Kagada,2017,121 min,7.4,Drama            ,kannada
Samyuktha,1988,126 min,6.5,"Horror, Romance, Thriller            ",kannada
Bangarada Manushya,1972,174 min,8.8,Drama            ,kannada
CID Eesha,2013,127 min,4.8,Comedy            ,kannada
Brahma,2014,149 min,5.4,"Action, Comedy, Drama            ",kannada
Chakravyuha,1983,155 min,8,"Action, Drama, Thriller            ",kannada
Kanchana 3,2019,164 min,4.1,"Action, Comedy, Horror            ",kannada
Master Piece,2015,158 min,6.2,"Action, Comedy, Drama            ",kannada
Mounam,2020,142 min,7.3,Family            ,kannada
A: Film by Upendra,1998,150 min,8.7,Drama            ,kannada
Swarabhishekam,2004,158 min,6.5,Music            ,kannada
Operation Diamond Racket,1978,165 min,7.3,"Action, Comedy, Mystery            ",kannada
Aishwarya,2006,147 min,5.3,"Drama, Romance            ",kannada
Karulina Koogu,1993,149 min,7.3,Drama            ,kannada
Just Maath Maathalli,2010,133 min,7,"Drama, Musical, Romance            ",kannada
Nam Gani B Com Pass,2019,116 min,7.3,Drama            ,kannada
Ajith,2014,130 min,6.3,"Action, Comedy, Drama            ",kannada
Bill Gates,2019,136 min,3.9,Comedy            ,kannada
Atharva,2018,137 min,5.7,"Drama, Romance            ",kannada
Ee Bandhana,2007,170 min,7.7,"Drama, Family, Romance            ",kannada
Operation Alamelamma,2017,138 min,8,Thriller            ,kannada
Parijatha,2012,144 min,7.1,"Comedy, Drama            ",kannada
5 Adi 7 Angula,2020,114 min,7.8,"Mystery, Thriller            ",kannada
Doddmane Hudga,2016,136 min,6.1,"Action, Drama            ",kannada
Cinema My Darling,2016,152 min,5.4,Drama            ,kannada
Mayabazar 2016,2020,133 min,7.1,"Comedy, Crime, Drama            ",kannada
Santha Shishunala Sharif,1990,131 min,8.2,"Biography, Drama, Music            ",kannada
Naayi Neralu,2006,130 min,8.6,Drama            ,kannada
Nagara Haavu,1972,184 min,8.9,"Drama, Musical            ",kannada
Pinki Elli?,2020,107 min,8.5,"Drama, Thriller            ",kannada
Thai Saheba,1997,117 min,7.2,Drama            ,kannada
Rana Vikrama,2015,148 min,6.5,"Action, Thriller            ",kannada
Jwalantham,2016,145 min,6.3,Thriller            ,kannada
Andar Bahar,2013,159 min,6.5,Action            ,kannada
Nanjundi Kalyana,1989,153 min,7.6,"Drama, Family            ",kannada
Kaal Kg Preethi,2017,114 min,6.3,Romance            ,kannada
Chandralekha,2014,138 min,6.5,"Comedy, Drama, Romance            ",kannada
Urvi,2017,151 min,7,"Crime, Drama, Thriller            ",kannada
Idolle Ramayana,2016,111 min,6.9,Drama            ,kannada
Jolly Days,2009,133 min,7.9,Drama            ,kannada
Bramhachari,2019,134 min,6.6,Drama            ,kannada
Kathe Chitrakathe Nirdeshana Puttanna,2016,138 min,6.3,"Comedy, Horror            ",kannada
Ananthu v/s Nusrath,2018,149 min,8.7,"Comedy, Drama, Family            ",kannada
Dayavittu Gamanisi,2017,131 min,7.8,"Comedy, Drama            ",kannada
Excuse Me,2003,158 min,8.3,Drama            ,kannada
Mundina Nildana,2019,106 min,6.4,"Comedy, Drama, Romance            ",kannada
Ulidavaru Kandanthe,2014,154 min,8.4,"Crime, Drama, Thriller            ",kannada
Galaate,2013,131 min,3.8,"Comedy, Romance            ",kannada
Srinivasa Kalyana,2017,160 min,7.6,"Drama, Romance            ",kannada
Mohini 9886788888,2006,158 min,4.6,"Drama, Horror            ",kannada
Singa,2019,131 min,4.1,Drama            ,kannada
Crossroads,2019,143 min,8,"Crime, Drama, Mystery            ",kannada
Policena Hendthi,1990,155 min,7.4,Drama            ,kannada
S.P. Sangliana,1988,141 min,7.3,Crime            ,kannada
Sanadhi Appanna,1977,170 min,8.6,"Drama, Family            ",kannada
Gentleman,2020,144 min,7.1,"Action, Drama, Mystery            ",kannada
Arishadvarga,2019,132 min,8.5,"Crime, Drama, Mystery            ",kannada
Devaru Bekagiddare,2019,94 min,8,Drama            ,kannada
Raaj,2009,146 min,7.2,"Action, Drama, Romance            ",kannada
Sparsha,2000,154 min,7,"Drama, Musical, Romance            ",kannada
Ouija: Game Never Ends,2015,119 min,7,Horror            ,kannada
Ullasa Uthsaha,2010,156 min,6.6,"Comedy, Drama, Romance            ",kannada
Kshana Kshana,2007,154 min,5.7,"Crime, Thriller            ",kannada
Sampathige Saval,1974,148 min,8.3,Drama            ,kannada
Raja Rajendra,2015,144 min,5.7,"Comedy, Romance            ",kannada
Pratidhwani,1971,147 min,8.5,Musical            ,kannada
Onthara Bannagalu,2018,117 min,6.5,Drama            ,kannada
Thayige thakka maga,2018,147 min,5.4,Drama            ,kannada
Ranaranga,1988,143 min,6.8,"Action, Drama            ",kannada
Mouni,2003,127 min,8.5,Drama            ,kannada
Badmaash,2016,124 min,6.4,Romance            ,kannada
Anna Bond,2012,136 min,4.1,"Action, Thriller            ",kannada
Ososi Rakasi,2016,132 min,7.6,"Comedy, Family, Romance            ",kannada
Allama,2017,140 min,7.5,"Drama, History, Musical            ",kannada
Venkata in Sankata,2009,139 min,6.3,Comedy            ,kannada
Railway Children,2016,120 min,8.3,"Crime, Drama            ",kannada
Vaasu Naan Pakka Commercial,2018,138 min,6.5,"Action, Drama, Family            ",kannada
Viruddha,2020,63 min,8.4,Thriller            ,kannada
Vrithra,2019,114 min,6.3,"Drama, Thriller            ",kannada
Parapancha,2016,139 min,7.2,"Comedy, Romance            ",kannada
Kavacha,2019,160 min,7.5,Thriller            ,kannada
America America,1995,137 min,7.8,Drama            ,kannada
Hebbet Ramakka,2018,144 min,7.3,Drama            ,kannada
Aatakkuntu Lekkakkilla,2019,124 min,6,Drama            ,kannada
Raja Huli,2013,149 min,7.1,"Comedy, Drama            ",kannada
Gowramma,2005,158 min,7.2,Romance            ,kannada
Secrets,V 2019,105 min,7.1,Drama            ,kannada
College Kumar,2017,141 min,7.3,Comedy            ,kannada
Ondu Motteya Kathe,2017,124 min,8,"Comedy, Drama            ",kannada
Sala Saheb,2001,181 min,5,"Comedy, Drama, Romance            ",kannada
Sri Bharatha Baahubali,2020,164 min,8.4,Comedy            ,kannada
Gultoo,2018,128 min,8.2,"Crime, Drama            ",kannada
Shakeela,2020,126 min,3.2,"Biography, Drama            ",kannada
Mojo,2017,112 min,7.2,"Mystery, Thriller            ",kannada
"Sarkari. Hi. Pra. Shale Kasaragodu, Koduge: Ramanna Rai",2018,147 min,8.6,Drama            ,kannada
Samyuktha 2,2017,120 min,6.8,"Horror, Thriller            ",kannada
Noorondu Nenapu,2017,129 min,5.2,"Drama, Romance            ",kannada
Babruvahana,1977,160 min,8.3,"Action, Drama, History            ",kannada
Shankar IPS,2010,145 min,3.2,"Action, Crime            ",kannada
AmarJyoti AkkaMahadevi,2020,137 min,8.6,Biography            ,kannada
Circle Inspector,1998,129 min,7.3,Drama            ,kannada
Ondanondu Kaladalli,1979,156 min,7.1,"Action, Adventure, Drama            ",kannada
Heegondu Dina,2018,120 min,8,Drama            ,kannada
Priya,1978,125 min,5.9,"Drama, Musical, Romance            ",kannada
Dabangg 3,2019,160 min,3.2,"Action, Comedy            ",kannada
RH 100,2020,113 min,8.4,Horror            ,kannada
Hubballi,2006,169 min,6.8,"Action, Drama, Thriller            ",kannada
Last Bus,2016,123 min,5.8,"Horror, Mystery            ",kannada
Chambal,2019,112 min,7.5,Drama            ,kannada
AK 47,1999,157 min,7.3,"Action, Crime, Drama            ",kannada
Gooli,2008,138 min,6.4,"Action, Drama, Romance            ",kannada
ATM: Attempt to murder,2018,108 min,8,Thriller            ,kannada
Chamathkara,1994,104 min,5.8,Crime            ,kannada
Arivu,2017,119 min,7.4,Drama            ,kannada
K.G.F: Chapter 1,2018,156 min,8.2,"Action, Drama            ",kannada
Akkammana Bhagya,2017,117 min,7.5,"Drama, Family, History            ",kannada
